year,sciname,cat,cat_txt,cat_score
2019,Bolbometopon muricatum,VU,Vulnerable,0.4
2020,Bolbometopon muricatum,VU,Vulnerable,0.4
2000,Bulweria bulwerii,LC,Lower Risk/least concern,0
2001,Bulweria bulwerii,LC,Lower Risk/least concern,0
2002,Bulweria bulwerii,LC,Lower Risk/least concern,0
2003,Bulweria bulwerii,LC,Lower Risk/least concern,0
2004,Bulweria bulwerii,LC,Least Concern,0
2005,Bulweria bulwerii,LC,Least Concern,0
2006,Bulweria bulwerii,LC,Least Concern,0
2007,Bulweria bulwerii,LC,Least Concern,0
2008,Bulweria bulwerii,LC,Least Concern,0
2009,Bulweria bulwerii,LC,Least Concern,0
2010,Bulweria bulwerii,LC,Least Concern,0
2011,Bulweria bulwerii,LC,Least Concern,0
2012,Bulweria bulwerii,LC,Least Concern,0
2013,Bulweria bulwerii,LC,Least Concern,0
2014,Bulweria bulwerii,LC,Least Concern,0
2015,Bulweria bulwerii,LC,Least Concern,0
2016,Bulweria bulwerii,LC,Least Concern,0
2017,Bulweria bulwerii,LC,Least Concern,0
2018,Bulweria bulwerii,LC,Least Concern,0
2019,Bulweria bulwerii,LC,Least Concern,0
2020,Bulweria bulwerii,LC,Least Concern,0
2010,Calotomus carolinus,LC,Least Concern,0
2011,Calotomus carolinus,LC,Least Concern,0
2012,Calotomus carolinus,LC,Least Concern,0
2013,Calotomus carolinus,LC,Least Concern,0
2014,Calotomus carolinus,LC,Least Concern,0
2015,Calotomus carolinus,LC,Least Concern,0
2016,Calotomus carolinus,LC,Least Concern,0
2017,Calotomus carolinus,LC,Least Concern,0
2018,Calotomus carolinus,LC,Least Concern,0
2019,Calotomus carolinus,LC,Least Concern,0
2020,Calotomus carolinus,LC,Least Concern,0
2014,Canthigaster amboinensis,LC,Least Concern,0
2015,Canthigaster amboinensis,LC,Least Concern,0
2016,Canthigaster amboinensis,LC,Least Concern,0
2017,Canthigaster amboinensis,LC,Least Concern,0
2018,Canthigaster amboinensis,LC,Least Concern,0
2019,Canthigaster amboinensis,LC,Least Concern,0
2020,Canthigaster amboinensis,LC,Least Concern,0
2014,Canthigaster bennetti,LC,Least Concern,0
2015,Canthigaster bennetti,LC,Least Concern,0
2016,Canthigaster bennetti,LC,Least Concern,0
2017,Canthigaster bennetti,LC,Least Concern,0
2018,Canthigaster bennetti,LC,Least Concern,0
2019,Canthigaster bennetti,LC,Least Concern,0
2020,Canthigaster bennetti,LC,Least Concern,0
2014,Canthigaster janthinoptera,LC,Least Concern,0
2015,Canthigaster janthinoptera,LC,Least Concern,0
2016,Canthigaster janthinoptera,LC,Least Concern,0
2017,Canthigaster janthinoptera,LC,Least Concern,0
2018,Canthigaster janthinoptera,LC,Least Concern,0
2019,Canthigaster janthinoptera,LC,Least Concern,0
2020,Canthigaster janthinoptera,LC,Least Concern,0
2014,Canthigaster solandri,LC,Least Concern,0
2015,Canthigaster solandri,LC,Least Concern,0
2016,Canthigaster solandri,LC,Least Concern,0
2017,Canthigaster solandri,LC,Least Concern,0
2018,Canthigaster solandri,LC,Least Concern,0
2019,Canthigaster solandri,LC,Least Concern,0
2020,Canthigaster solandri,LC,Least Concern,0
2000,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2001,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2002,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2003,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2004,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2005,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2006,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2007,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2008,Carcharhinus amblyrhynchos,NT,Lower Risk/near threatened,0.2
2009,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2010,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2011,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2012,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2013,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2014,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2015,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2016,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2017,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2018,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2019,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2020,Carcharhinus amblyrhynchos,NT,Near Threatened,0.2
2000,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2001,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2002,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2003,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2004,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2005,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2006,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2007,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2008,Carcharhinus falciformis,LC,Lower Risk/least concern,0
2009,Carcharhinus falciformis,NT,Near Threatened,0.2
2010,Carcharhinus falciformis,NT,Near Threatened,0.2
2011,Carcharhinus falciformis,NT,Near Threatened,0.2
2012,Carcharhinus falciformis,NT,Near Threatened,0.2
2013,Carcharhinus falciformis,NT,Near Threatened,0.2
2014,Carcharhinus falciformis,NT,Near Threatened,0.2
2015,Carcharhinus falciformis,NT,Near Threatened,0.2
2016,Carcharhinus falciformis,NT,Near Threatened,0.2
2017,Carcharhinus falciformis,VU,Vulnerable,0.4
2018,Carcharhinus falciformis,VU,Vulnerable,0.4
2019,Carcharhinus falciformis,VU,Vulnerable,0.4
2020,Carcharhinus falciformis,VU,Vulnerable,0.4
2000,Carcharhinus longimanus,NT,Lower Risk/near threatened,0.2
2001,Carcharhinus longimanus,NT,Lower Risk/near threatened,0.2
2002,Carcharhinus longimanus,NT,Lower Risk/near threatened,0.2
2003,Carcharhinus longimanus,NT,Lower Risk/near threatened,0.2
2004,Carcharhinus longimanus,NT,Lower Risk/near threatened,0.2
2005,Carcharhinus longimanus,NT,Lower Risk/near threatened,0.2
2006,Carcharhinus longimanus,VU,Vulnerable,0.4
2007,Carcharhinus longimanus,VU,Vulnerable,0.4
2008,Carcharhinus longimanus,VU,Vulnerable,0.4
2009,Carcharhinus longimanus,VU,Vulnerable,0.4
2010,Carcharhinus longimanus,VU,Vulnerable,0.4
2011,Carcharhinus longimanus,VU,Vulnerable,0.4
2012,Carcharhinus longimanus,VU,Vulnerable,0.4
2013,Carcharhinus longimanus,VU,Vulnerable,0.4
2014,Carcharhinus longimanus,VU,Vulnerable,0.4
2015,Carcharhinus longimanus,VU,Vulnerable,0.4
2016,Carcharhinus longimanus,VU,Vulnerable,0.4
2017,Carcharhinus longimanus,VU,Vulnerable,0.4
2018,Carcharhinus longimanus,VU,Vulnerable,0.4
2019,Carcharhinus longimanus,CR,Critically Endangered,0.8
2020,Carcharhinus longimanus,CR,Critically Endangered,0.8
2000,Carcharodon carcharias,VU,Vulnerable,0.4
2001,Carcharodon carcharias,VU,Vulnerable,0.4
2002,Carcharodon carcharias,VU,Vulnerable,0.4
2003,Carcharodon carcharias,VU,Vulnerable,0.4
2004,Carcharodon carcharias,VU,Vulnerable,0.4
2005,Carcharodon carcharias,VU,Vulnerable,0.4
2006,Carcharodon carcharias,VU,Vulnerable,0.4
2007,Carcharodon carcharias,VU,Vulnerable,0.4
2008,Carcharodon carcharias,VU,Vulnerable,0.4
2009,Carcharodon carcharias,VU,Vulnerable,0.4
2010,Carcharodon carcharias,VU,Vulnerable,0.4
2011,Carcharodon carcharias,VU,Vulnerable,0.4
2012,Carcharodon carcharias,VU,Vulnerable,0.4
2013,Carcharodon carcharias,VU,Vulnerable,0.4
2014,Carcharodon carcharias,VU,Vulnerable,0.4
2015,Carcharodon carcharias,VU,Vulnerable,0.4
2016,Carcharodon carcharias,VU,Vulnerable,0.4
2017,Carcharodon carcharias,VU,Vulnerable,0.4
2018,Carcharodon carcharias,VU,Vulnerable,0.4
2019,Carcharodon carcharias,VU,Vulnerable,0.4
2020,Carcharodon carcharias,VU,Vulnerable,0.4
2000,Caretta caretta,EN,Endangered,0.6
2001,Caretta caretta,EN,Endangered,0.6
2002,Caretta caretta,EN,Endangered,0.6
2003,Caretta caretta,EN,Endangered,0.6
2004,Caretta caretta,EN,Endangered,0.6
2005,Caretta caretta,EN,Endangered,0.6
2006,Caretta caretta,EN,Endangered,0.6
2007,Caretta caretta,EN,Endangered,0.6
2008,Caretta caretta,EN,Endangered,0.6
2009,Caretta caretta,EN,Endangered,0.6
2010,Caretta caretta,EN,Endangered,0.6
2011,Caretta caretta,EN,Endangered,0.6
2012,Caretta caretta,EN,Endangered,0.6
2013,Caretta caretta,EN,Endangered,0.6
2014,Caretta caretta,EN,Endangered,0.6
2015,Caretta caretta,VU,Vulnerable,0.4
2016,Caretta caretta,VU,Vulnerable,0.4
2017,Caretta caretta,VU,Vulnerable,0.4
2018,Caretta caretta,VU,Vulnerable,0.4
2019,Caretta caretta,VU,Vulnerable,0.4
2020,Caretta caretta,VU,Vulnerable,0.4
2010,Centropyge bispinosa,LC,Least Concern,0
2011,Centropyge bispinosa,LC,Least Concern,0
2012,Centropyge bispinosa,LC,Least Concern,0
2013,Centropyge bispinosa,LC,Least Concern,0
2014,Centropyge bispinosa,LC,Least Concern,0
2015,Centropyge bispinosa,LC,Least Concern,0
2016,Centropyge bispinosa,LC,Least Concern,0
2017,Centropyge bispinosa,LC,Least Concern,0
2018,Centropyge bispinosa,LC,Least Concern,0
2019,Centropyge bispinosa,LC,Least Concern,0
2020,Centropyge bispinosa,LC,Least Concern,0
2010,Centropyge fisheri,LC,Least Concern,0
2011,Centropyge fisheri,LC,Least Concern,0
2012,Centropyge fisheri,LC,Least Concern,0
2013,Centropyge fisheri,LC,Least Concern,0
2014,Centropyge fisheri,LC,Least Concern,0
2015,Centropyge fisheri,LC,Least Concern,0
2016,Centropyge fisheri,LC,Least Concern,0
2017,Centropyge fisheri,LC,Least Concern,0
2018,Centropyge fisheri,LC,Least Concern,0
2019,Centropyge fisheri,LC,Least Concern,0
2020,Centropyge fisheri,LC,Least Concern,0
2010,Centropyge flavissima,LC,Least Concern,0
2011,Centropyge flavissima,LC,Least Concern,0
2012,Centropyge flavissima,LC,Least Concern,0
2013,Centropyge flavissima,LC,Least Concern,0
2014,Centropyge flavissima,LC,Least Concern,0
2015,Centropyge flavissima,LC,Least Concern,0
2016,Centropyge flavissima,LC,Least Concern,0
2017,Centropyge flavissima,LC,Least Concern,0
2018,Centropyge flavissima,LC,Least Concern,0
2019,Centropyge flavissima,LC,Least Concern,0
2020,Centropyge flavissima,LC,Least Concern,0
2010,Centropyge loricula,LC,Least Concern,0
2011,Centropyge loricula,LC,Least Concern,0
2012,Centropyge loricula,LC,Least Concern,0
2013,Centropyge loricula,LC,Least Concern,0
2014,Centropyge loricula,LC,Least Concern,0
2015,Centropyge loricula,LC,Least Concern,0
2016,Centropyge loricula,LC,Least Concern,0
2017,Centropyge loricula,LC,Least Concern,0
2018,Centropyge loricula,LC,Least Concern,0
2019,Centropyge loricula,LC,Least Concern,0
2020,Centropyge loricula,LC,Least Concern,0
2010,Centropyge nigriocellus,LC,Least Concern,0
2011,Centropyge nigriocellus,LC,Least Concern,0
2012,Centropyge nigriocellus,LC,Least Concern,0
2013,Centropyge nigriocellus,LC,Least Concern,0
2014,Centropyge nigriocellus,LC,Least Concern,0
2015,Centropyge nigriocellus,LC,Least Concern,0
2016,Centropyge nigriocellus,LC,Least Concern,0
2017,Centropyge nigriocellus,LC,Least Concern,0
2018,Centropyge nigriocellus,LC,Least Concern,0
2019,Centropyge nigriocellus,LC,Least Concern,0
2020,Centropyge nigriocellus,LC,Least Concern,0
2008,Cephalopholis argus,LC,Least Concern,0
2009,Cephalopholis argus,LC,Least Concern,0
2010,Cephalopholis argus,LC,Least Concern,0
2011,Cephalopholis argus,LC,Least Concern,0
2012,Cephalopholis argus,LC,Least Concern,0
2013,Cephalopholis argus,LC,Least Concern,0
2014,Cephalopholis argus,LC,Least Concern,0
2015,Cephalopholis argus,LC,Least Concern,0
2016,Cephalopholis argus,LC,Least Concern,0
2017,Cephalopholis argus,LC,Least Concern,0
2018,Cephalopholis argus,LC,Least Concern,0
2019,Cephalopholis argus,LC,Least Concern,0
2020,Cephalopholis argus,LC,Least Concern,0
2008,Cephalopholis leopardus,LC,Least Concern,0
2009,Cephalopholis leopardus,LC,Least Concern,0
2010,Cephalopholis leopardus,LC,Least Concern,0
2011,Cephalopholis leopardus,LC,Least Concern,0
2012,Cephalopholis leopardus,LC,Least Concern,0
2013,Cephalopholis leopardus,LC,Least Concern,0
2014,Cephalopholis leopardus,LC,Least Concern,0
2015,Cephalopholis leopardus,LC,Least Concern,0
2016,Cephalopholis leopardus,LC,Least Concern,0
2017,Cephalopholis leopardus,LC,Least Concern,0
2018,Cephalopholis leopardus,LC,Least Concern,0
2019,Cephalopholis leopardus,LC,Least Concern,0
2020,Cephalopholis leopardus,LC,Least Concern,0
2008,Cephalopholis miniata,LC,Least Concern,0
2009,Cephalopholis miniata,LC,Least Concern,0
2010,Cephalopholis miniata,LC,Least Concern,0
2011,Cephalopholis miniata,LC,Least Concern,0
2012,Cephalopholis miniata,LC,Least Concern,0
2013,Cephalopholis miniata,LC,Least Concern,0
2014,Cephalopholis miniata,LC,Least Concern,0
2015,Cephalopholis miniata,LC,Least Concern,0
2016,Cephalopholis miniata,LC,Least Concern,0
2017,Cephalopholis miniata,LC,Least Concern,0
2018,Cephalopholis miniata,LC,Least Concern,0
2019,Cephalopholis miniata,LC,Least Concern,0
2020,Cephalopholis miniata,LC,Least Concern,0
2008,Cephalopholis sexmaculata,LC,Least Concern,0
2009,Cephalopholis sexmaculata,LC,Least Concern,0
2010,Cephalopholis sexmaculata,LC,Least Concern,0
2011,Cephalopholis sexmaculata,LC,Least Concern,0
2012,Cephalopholis sexmaculata,LC,Least Concern,0
2013,Cephalopholis sexmaculata,LC,Least Concern,0
2014,Cephalopholis sexmaculata,LC,Least Concern,0
2015,Cephalopholis sexmaculata,LC,Least Concern,0
2016,Cephalopholis sexmaculata,LC,Least Concern,0
2017,Cephalopholis sexmaculata,LC,Least Concern,0
2018,Cephalopholis sexmaculata,LC,Least Concern,0
2019,Cephalopholis sexmaculata,LC,Least Concern,0
2020,Cephalopholis sexmaculata,LC,Least Concern,0
2008,Cephalopholis sonnerati,LC,Least Concern,0
2009,Cephalopholis sonnerati,LC,Least Concern,0
2010,Cephalopholis sonnerati,LC,Least Concern,0
2011,Cephalopholis sonnerati,LC,Least Concern,0
2012,Cephalopholis sonnerati,LC,Least Concern,0
2013,Cephalopholis sonnerati,LC,Least Concern,0
2014,Cephalopholis sonnerati,LC,Least Concern,0
2015,Cephalopholis sonnerati,LC,Least Concern,0
2016,Cephalopholis sonnerati,LC,Least Concern,0
2017,Cephalopholis sonnerati,LC,Least Concern,0
2018,Cephalopholis sonnerati,LC,Least Concern,0
2019,Cephalopholis sonnerati,LC,Least Concern,0
2020,Cephalopholis sonnerati,LC,Least Concern,0
2008,Cephalopholis urodeta,LC,Least Concern,0
2009,Cephalopholis urodeta,LC,Least Concern,0
2010,Cephalopholis urodeta,LC,Least Concern,0
2011,Cephalopholis urodeta,LC,Least Concern,0
2012,Cephalopholis urodeta,LC,Least Concern,0
2013,Cephalopholis urodeta,LC,Least Concern,0
2014,Cephalopholis urodeta,LC,Least Concern,0
2015,Cephalopholis urodeta,LC,Least Concern,0
2016,Cephalopholis urodeta,LC,Least Concern,0
2017,Cephalopholis urodeta,LC,Least Concern,0
2018,Cephalopholis urodeta,LC,Least Concern,0
2019,Cephalopholis urodeta,LC,Least Concern,0
2020,Cephalopholis urodeta,LC,Least Concern,0
2010,Chaetodon auriga,LC,Least Concern,0
2011,Chaetodon auriga,LC,Least Concern,0
2012,Chaetodon auriga,LC,Least Concern,0
2013,Chaetodon auriga,LC,Least Concern,0
2014,Chaetodon auriga,LC,Least Concern,0
2015,Chaetodon auriga,LC,Least Concern,0
2016,Chaetodon auriga,LC,Least Concern,0
2017,Chaetodon auriga,LC,Least Concern,0
2018,Chaetodon auriga,LC,Least Concern,0
2019,Chaetodon auriga,LC,Least Concern,0
2020,Chaetodon auriga,LC,Least Concern,0
2010,Chaetodon citrinellus,LC,Least Concern,0
2011,Chaetodon citrinellus,LC,Least Concern,0
2012,Chaetodon citrinellus,LC,Least Concern,0
2013,Chaetodon citrinellus,LC,Least Concern,0
2014,Chaetodon citrinellus,LC,Least Concern,0
